Compound_new_ID	nonstereo_aromatic_smiles	Uniprot_ID	pref_name	activity_id	mean_log	selected_stvalue	ORGANISM
ID_26135	COc1cc(NC(=O)c2ccc(COCC(F)(F)F)cc2)cc(OC)c1OC	Q03137	Ephrin type-A receptor 4	{('3765657', 'CHEMBL'), ('3982915', 'CHEMBL'), ('82511', 'BDB'), ('82645', 'BDB')}		IC50	mouse
ID_118316	CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1	Q03137	Ephrin type-A receptor 4	{('3982917', 'CHEMBL'), ('82567', 'BDB'), ('3765659', 'CHEMBL'), ('82433', 'BDB')}		IC50	mouse
ID_108378	CCOc1ccc(S(=O)(=O)N(CC(=O)NN=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)c2ccccc2)cc1	Q03137	Ephrin type-A receptor 4	{('82532', 'BDB'), ('82666', 'BDB'), ('3765660', 'CHEMBL')}	4.34	IC50	mouse
ID_13287	O=C(Nc1cccc2c1CCCC2)c1cc([N+](=O)[O-])ccc1Cl	Q03137	Ephrin type-A receptor 4	{('3765661', 'CHEMBL'), ('82683', 'BDB'), ('3982919', 'CHEMBL'), ('82549', 'BDB')}		IC50	mouse
ID_4534	Cc1ccc(CNC(=O)CN2CCC(C(N)=O)CC2)cc1	Q03137	Ephrin type-A receptor 4	{('82446', 'BDB'), ('82580', 'BDB'), ('3982920', 'CHEMBL'), ('3765662', 'CHEMBL')}		IC50	mouse
ID_96731	Cc1cc(C)n(CNc2nc(C(F)(F)F)cs2)n1	Q03137	Ephrin type-A receptor 4	{('82455', 'BDB'), ('3982922', 'CHEMBL'), ('3765664', 'CHEMBL'), ('82589', 'BDB')}		IC50	mouse
ID_150736	COc1ccc(Cc2nnc(NC(=O)Cc3cccs3)s2)cc1	Q03137	Ephrin type-A receptor 4	{('82421', 'BDB'), ('82555', 'BDB'), ('3765665', 'CHEMBL')}	4.87	IC50	mouse
ID_12316	CCn1c(COc2ccccc2C)nnc1SCC(=O)Nc1cc(C)on1	Q03137	Ephrin type-A receptor 4	{('3765666', 'CHEMBL'), ('82425', 'BDB'), ('82559', 'BDB'), ('3982924', 'CHEMBL')}		IC50	mouse
ID_56693	O=S(=O)(c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCOCC1	Q03137	Ephrin type-A receptor 4	{('82581', 'BDB'), ('3765667', 'CHEMBL'), ('82447', 'BDB')}	4.67	IC50	mouse
ID_24589	Cc1nn(-c2ccccc2)c2c1C(c1cccnc1)N1C=C(S(=O)(=O)N3CCCCC3)C=CC1=N2	Q03137	Ephrin type-A receptor 4	{('82577', 'BDB'), ('82443', 'BDB'), ('3765668', 'CHEMBL'), ('3982926', 'CHEMBL')}		IC50	mouse
ID_124109	CCn1c2ccc(Cl)cc2c2nc3ccccc3nc21	Q03137	Ephrin type-A receptor 4	{('82625', 'BDB'), ('3765669', 'CHEMBL'), ('82491', 'BDB')}	4.74	IC50	mouse
ID_80401	COc1ccc2sc3ccccc3c(=O)c2c1OC	Q03137	Ephrin type-A receptor 4	{('82525', 'BDB'), ('82659', 'BDB'), ('3982929', 'CHEMBL'), ('3765671', 'CHEMBL')}		IC50	mouse
ID_54722	Cc1cc(C)c2nc(N3CCCN(C(=O)c4ccco4)CC3)c(C#N)cc2c1	Q03137	Ephrin type-A receptor 4	{('3765672', 'CHEMBL'), ('82554', 'BDB'), ('82420', 'BDB')}	4.78	IC50	mouse
ID_62741	COc1cccc(C2(CSc3nnc(-c4cc(OC)c(OC)c(OC)c4)o3)OCCO2)c1	Q03137	Ephrin type-A receptor 4	{('82524', 'BDB'), ('3982931', 'CHEMBL'), ('3765673', 'CHEMBL'), ('82658', 'BDB')}		IC50	mouse
ID_36528	CSc1nc(NCCOCCO)c2sc3nc(-c4ccco4)c4c(c3c2n1)CCC4	Q03137	Ephrin type-A receptor 4	{('3765674', 'CHEMBL'), ('82572', 'BDB'), ('3982932', 'CHEMBL'), ('82438', 'BDB')}		IC50	mouse
ID_72176	CSc1ccccc1N=Cc1nc(-c2ccccc2)oc1O	Q03137	Ephrin type-A receptor 4	{('82600', 'BDB'), ('3765675', 'CHEMBL'), ('82466', 'BDB')}	4.42	IC50	mouse
ID_11131	Fc1ccc(-c2cc3nc4c(c(N5CCOCC5)n3n2)CCCC4)cc1	Q03137	Ephrin type-A receptor 4	{('3765677', 'CHEMBL'), ('3982935', 'CHEMBL'), ('82422', 'BDB'), ('82556', 'BDB')}		IC50	mouse
ID_101669	FC(F)(F)c1nnc2c(Sc3ccccn3)nc3ccccc3n12	Q03137	Ephrin type-A receptor 4	{('82537', 'BDB'), ('3765678', 'CHEMBL'), ('82671', 'BDB'), ('3982936', 'CHEMBL')}		IC50	mouse
ID_142938	CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c2ccccc21	Q03137	Ephrin type-A receptor 4	{('82623', 'BDB'), ('82489', 'BDB'), ('3765679', 'CHEMBL')}	4.59	IC50	mouse
ID_31288	Cc1cc2ccccc2n1CCNC(=O)c1ccccc1	Q03137	Ephrin type-A receptor 4	{('82587', 'BDB'), ('82453', 'BDB'), ('3765680', 'CHEMBL')}	4.49	IC50	mouse
ID_167035	CCC(C)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCCCC1	Q03137	Ephrin type-A receptor 4	{('82568', 'BDB'), ('82434', 'BDB'), ('3765681', 'CHEMBL')}	4.76	IC50	mouse
ID_46222	CCN(CCO)c1nc(SC)nc2c1sc1nc(-c3ccco3)c3c(c12)CCC3	Q03137	Ephrin type-A receptor 4	{('82487', 'BDB'), ('3765682', 'CHEMBL'), ('82621', 'BDB')}	4.62	IC50	mouse
ID_115401	O=C(NCCc1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1	Q03137	Ephrin type-A receptor 4	{('3765683', 'CHEMBL'), ('82479', 'BDB'), ('82613', 'BDB')}	4.67	IC50	mouse
ID_95441	O=C(Nc1cccc2ccccc12)C(=Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1	Q03137	Ephrin type-A receptor 4	{('82515', 'BDB'), ('3765686', 'CHEMBL'), ('82649', 'BDB')}	4.94	IC50	mouse
ID_86417	CCOC(=O)c1c(N=C(S)Nc2ccccc2)sc2c1CCN(CCc1ccccc1)C2	Q03137	Ephrin type-A receptor 4	{('3765688', 'CHEMBL')}		IC50	mouse
ID_125734	Cc1ccc(C)c(N(CC(=O)NN=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)S(=O)(=O)c2ccccc2)c1	Q03137	Ephrin type-A receptor 4	{('3982948', 'CHEMBL'), ('82538', 'BDB'), ('3765690', 'CHEMBL'), ('82672', 'BDB')}		IC50	mouse
ID_73932	O=C(c1ccc2c(=O)n(Cc3ccc4c(c3)OCO4)c(=S)[nH]c2c1)N1CCCCC1	Q03137	Ephrin type-A receptor 4	{('82449', 'BDB'), ('3765695', 'CHEMBL'), ('82583', 'BDB'), ('3982953', 'CHEMBL')}		IC50	mouse
ID_96427	O=[N+]([O-])c1ccc(N(c2ccccc2)c2ccccc2)cc1	Q03137	Ephrin type-A receptor 4	{('82546', 'BDB'), ('82680', 'BDB'), ('3765696', 'CHEMBL')}	4.97	IC50	mouse
ID_99261	COc1ccccc1N1CSC2=C(C#N)C(c3ccc(SC)cc3)CC(=O)N2C1	Q03137	Ephrin type-A receptor 4	{('3765698', 'CHEMBL'), ('82593', 'BDB'), ('82459', 'BDB')}	4.67	IC50	mouse
ID_51011	CCCCOP(=O)(OCCCC)C(C#N)=C(C)O	Q03137	Ephrin type-A receptor 4	{('3765700', 'CHEMBL'), ('3982958', 'CHEMBL')}		IC50	mouse
ID_148778	O=C1C(=Cc2nc3ccccc3[nH]2)SC(=S)N1c1ccc(F)cc1	Q03137	Ephrin type-A receptor 4	{('82648', 'BDB'), ('3765701', 'CHEMBL'), ('82514', 'BDB'), ('3982959', 'CHEMBL')}		IC50	mouse
ID_99821	N#Cc1sc2nc(-c3cccs3)cc(-c3ccccc3)c2c1N	Q03137	Ephrin type-A receptor 4	{('3982960', 'CHEMBL'), ('82667', 'BDB'), ('3765702', 'CHEMBL'), ('82533', 'BDB')}		IC50	mouse
ID_174642	CCCOc1ccc(-c2nn(-c3ccccc3)cc2C=C2SC(=S)N(C3CCS(=O)(=O)C3)C2=O)cc1	Q03137	Ephrin type-A receptor 4	{('82497', 'BDB'), ('3765704', 'CHEMBL'), ('82631', 'BDB')}	4.92	IC50	mouse
ID_126597	CC(=O)OC1(c2ccc(C)cc2)CN2CCC1c1ccccc12	Q03137	Ephrin type-A receptor 4	{('82563', 'BDB'), ('3982963', 'CHEMBL'), ('82429', 'BDB'), ('3765705', 'CHEMBL')}		IC50	mouse
ID_167962	CC(=O)Nc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccccc2)C3c2ccccc2)cc1	Q03137	Ephrin type-A receptor 4	{('82619', 'BDB'), ('82485', 'BDB'), ('3765709', 'CHEMBL')}	4.78	IC50	mouse
ID_156924	COC(=O)Sc1nnc(-c2ccc(Br)cc2)o1	Q03137	Ephrin type-A receptor 4	{('82450', 'BDB'), ('3765710', 'CHEMBL'), ('82584', 'BDB')}	4.89	IC50	mouse
ID_162002	CCOC(=O)C1=C(C)N=c2sc(=Cc3ccco3)c(=O)n2C1c1cccc(OC)c1	Q03137	Ephrin type-A receptor 4	{('82462', 'BDB'), ('82596', 'BDB'), ('3765711', 'CHEMBL'), ('3982969', 'CHEMBL')}		IC50	mouse
ID_76728	Cn1cc([N+](=O)[O-])c(C(=O)Nc2ccc3c(c2)OCCO3)n1	Q03137	Ephrin type-A receptor 4	{('3982972', 'CHEMBL'), ('3765714', 'CHEMBL'), ('82656', 'BDB'), ('82522', 'BDB')}		IC50	mouse
ID_82705	Cc1c(NC(=S)NN=Cc2cccc(O)c2)c(=O)n(-c2ccccc2)n1C	Q03137	Ephrin type-A receptor 4	{('82535', 'BDB'), ('3765715', 'CHEMBL'), ('82669', 'BDB')}	4.4	IC50	mouse
ID_26066	Cn1c(=O)[nH]c(=O)c2c1nc1n2CCN1Cc1ccccc1	Q03137	Ephrin type-A receptor 4	{('3765716', 'CHEMBL'), ('3982974', 'CHEMBL'), ('82518', 'BDB'), ('82652', 'BDB')}		IC50	mouse
ID_17082	CCc1cccc2c(C(=O)CSc3nnc(-c4ccoc4C)n3C)c[nH]c12	Q03137	Ephrin type-A receptor 4	{('82499', 'BDB'), ('3765718', 'CHEMBL'), ('82633', 'BDB')}	4.9	IC50	mouse
ID_146233	CCn1c(O)c(C=NN=Cc2ccccc2)c2ccc(C3=NNC(=O)CC3)cc21	Q03137	Ephrin type-A receptor 4	{('3765720', 'CHEMBL'), ('3982978', 'CHEMBL')}		IC50	mouse
ID_28574	Cc1ccc2cc(C=C(C#N)C#N)c(N3CCCCC3)nc2c1	Q03137	Ephrin type-A receptor 4	{('82664', 'BDB'), ('82530', 'BDB'), ('3765722', 'CHEMBL')}	4.61	IC50	mouse
ID_147408	O=[N+]([O-])c1ccc(N2N=C(c3ccco3)CC2c2ccccc2)cc1	Q03137	Ephrin type-A receptor 4	{('82510', 'BDB'), ('3765724', 'CHEMBL'), ('82644', 'BDB'), ('3982982', 'CHEMBL')}		IC50	mouse
ID_125046	CCN1C(=Cc2ccc3cccc(C)c3[n+]2CC)Sc2ccccc21	Q03137	Ephrin type-A receptor 4	{('82662', 'BDB'), ('3765725', 'CHEMBL'), ('82528', 'BDB')}	4.36	IC50	mouse
ID_21120	CCSC1=NC(=Cc2ccc(-c3ccccc3[N+](=O)[O-])o2)C(=O)S1	Q03137	Ephrin type-A receptor 4	{('3765726', 'CHEMBL'), ('3982984', 'CHEMBL'), ('82543', 'BDB'), ('82677', 'BDB')}		IC50	mouse
ID_128756	Cc1c(NC(=O)CCN2C(=O)c3ccccc3C2=O)c(=O)n(-c2ccccc2)n1C	Q03137	Ephrin type-A receptor 4	{('3765727', 'CHEMBL'), ('82598', 'BDB'), ('3982985', 'CHEMBL'), ('82464', 'BDB')}		IC50	mouse
ID_8632	C=CCn1c(=C(C#N)c2nc3ccccc3n2C)sc(=Cc2cc(OC)c(OC)c(OC)c2)c1=O	Q03137	Ephrin type-A receptor 4	{('82444', 'BDB'), ('3982988', 'CHEMBL'), ('82578', 'BDB'), ('3765730', 'CHEMBL')}		IC50	mouse
ID_50984	COC(=O)CSc1nc(-c2ccccc2)cc(-c2ccco2)c1C#N	Q03137	Ephrin type-A receptor 4	{('3982990', 'CHEMBL'), ('82427', 'BDB'), ('82561', 'BDB'), ('3765732', 'CHEMBL')}		IC50	mouse
ID_11879	CCN(CCNC(=O)C1CCCN(S(=O)(=O)CC)C1)c1ccccc1	Q03137	Ephrin type-A receptor 4	{('3765735', 'CHEMBL'), ('82458', 'BDB'), ('82592', 'BDB'), ('3982993', 'CHEMBL')}		IC50	mouse
ID_76707	CCn1c(SCc2nc(-c3ccccc3)no2)nnc1-c1cccs1	Q03137	Ephrin type-A receptor 4	{('82606', 'BDB'), ('3982994', 'CHEMBL'), ('82472', 'BDB'), ('3765736', 'CHEMBL')}		IC50	mouse
ID_70707	CCOC(=O)c1cc(OC(=O)c2ccccc2OC)n(-c2ccccc2)n1	Q03137	Ephrin type-A receptor 4	{('3765738', 'CHEMBL'), ('82605', 'BDB'), ('82471', 'BDB')}	4.71	IC50	mouse
ID_26605	CCOC(=O)N1CCN(C(=O)CSc2nnc(-c3c[nH]c4ccccc34)n2CCOC)CC1	Q03137	Ephrin type-A receptor 4	{('3982998', 'CHEMBL'), ('3765740', 'CHEMBL'), ('82585', 'BDB'), ('82451', 'BDB')}		IC50	mouse
ID_153172	COc1ccc(OC)c(NC(=O)CSc2nc3ccccc3cc2Cc2ccccc2)c1	Q03137	Ephrin type-A receptor 4	{('3982999', 'CHEMBL'), ('82665', 'BDB'), ('82531', 'BDB'), ('3765741', 'CHEMBL')}		IC50	mouse
ID_15717	COc1ccc2oc(C=CN(C)C)c(C(=O)c3ccc(Cl)cc3)c2c1	Q03137	Ephrin type-A receptor 4	{('82681', 'BDB'), ('82547', 'BDB'), ('3765742', 'CHEMBL')}	4.35	IC50	mouse
ID_39753	Oc1ccc(-c2cn3c(n2)SCC3)cc1O	Q03137	Ephrin type-A receptor 4	{('3765743', 'CHEMBL'), ('82504', 'BDB'), ('82638', 'BDB')}	4.37	IC50	mouse
ID_35944	O=C(O)c1ccc(CN(c2ccccn2)S(=O)(=O)c2ccccc2)cc1	Q03137	Ephrin type-A receptor 4	{('3765745', 'CHEMBL'), ('82467', 'BDB'), ('3983003', 'CHEMBL'), ('82601', 'BDB')}		IC50	mouse
ID_28332	Brc1ccc(-c2nnc(-c3cccc(Br)c3)o2)cc1	Q03137	Ephrin type-A receptor 4	{('3765748', 'CHEMBL'), ('82490', 'BDB'), ('3983006', 'CHEMBL'), ('82624', 'BDB')}		IC50	mouse
ID_96218	COc1ccc(C(c2nnnn2Cc2cccs2)N2CCN(c3ccccc3F)CC2)cc1	Q03137	Ephrin type-A receptor 4	{('82423', 'BDB'), ('82557', 'BDB'), ('3983007', 'CHEMBL'), ('3765749', 'CHEMBL')}		IC50	mouse
ID_171189	CCN(CCCNC(=O)CN(C)S(=O)(=O)c1cccc2nsnc12)c1cccc(C)c1	Q03137	Ephrin type-A receptor 4	{('82454', 'BDB'), ('82588', 'BDB'), ('3765751', 'CHEMBL'), ('3983009', 'CHEMBL')}		IC50	mouse
ID_154797	COc1ccc(-c2c(Sc3cccc(C(F)(F)F)c3)c3ccc(OC)cc3[s+]2[O-])cc1	Q03137	Ephrin type-A receptor 4	{('3765752', 'CHEMBL'), ('82604', 'BDB'), ('82470', 'BDB')}	4.56	IC50	mouse
ID_106573	CS(=O)(=O)N(CC(=O)Nc1cccc(Cl)c1)c1ccccc1Cl	Q03137	Ephrin type-A receptor 4	{('82608', 'BDB'), ('82474', 'BDB'), ('3765753', 'CHEMBL'), ('3983011', 'CHEMBL')}		IC50	mouse
ID_81671	COc1ccc(C(=O)CN2CCOCC2)cc1F	Q03137	Ephrin type-A receptor 4	{('3983012', 'CHEMBL'), ('82426', 'BDB'), ('82560', 'BDB'), ('3765754', 'CHEMBL')}		IC50	mouse
ID_135434	O=C1CCCC2=C1C(c1ccco1)Nc1ccc3ccccc3c12	Q03137	Ephrin type-A receptor 4	{('3765756', 'CHEMBL'), ('82599', 'BDB'), ('82465', 'BDB')}	4.93	IC50	mouse
ID_159109	CCCCn1nc(-c2ccccc2)c2nc3ccccc3nc21	Q03137	Ephrin type-A receptor 4	{('82617', 'BDB'), ('3765757', 'CHEMBL'), ('82483', 'BDB')}	4.88	IC50	mouse
ID_76928	Cc1ccc(C)c(OCc2nnc(N)s2)c1	Q03137	Ephrin type-A receptor 4	{('3765758', 'CHEMBL'), ('3983016', 'CHEMBL'), ('82651', 'BDB'), ('82517', 'BDB')}		IC50	mouse
ID_170647	CN(C)c1ccc(C=CC(=O)c2cccc(Br)c2)cc1	Q03137	Ephrin type-A receptor 4	{('82673', 'BDB'), ('3765759', 'CHEMBL'), ('82539', 'BDB'), ('3983017', 'CHEMBL')}		IC50	mouse
ID_62641	Oc1c(N=Nc2ccccn2)ccc2ccccc12	Q03137	Ephrin type-A receptor 4	{('82679', 'BDB'), ('82545', 'BDB'), ('3765760', 'CHEMBL')}	4.86	IC50	mouse
ID_160479	CCN(CC)C(=O)CSc1nc2cc(OC)c(OC)cc2c(=O)n1Cc1ccc(Cl)cc1	Q03137	Ephrin type-A receptor 4	{('82612', 'BDB'), ('3765762', 'CHEMBL'), ('3983020', 'CHEMBL'), ('82478', 'BDB')}		IC50	mouse
ID_14656	COc1ccc(NC2=Nc3ccccc3N3C2=Nc2c(c(C)nn2-c2ccc(C)cc2)C3c2cccnc2)cc1	Q03137	Ephrin type-A receptor 4	{('82618', 'BDB'), ('3765763', 'CHEMBL'), ('82484', 'BDB')}	4.98	IC50	mouse
ID_81436	COc1ccc(-n2c(NC(=O)c3ccc(Br)o3)c(C#N)c3nc4ccccc4nc32)cc1	Q03137	Ephrin type-A receptor 4	{('3983022', 'CHEMBL'), ('82516', 'BDB'), ('82650', 'BDB'), ('3765764', 'CHEMBL')}		IC50	mouse
ID_157435	O=C(NCc1ccccc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1	Q03137	Ephrin type-A receptor 4	{('3765765', 'CHEMBL'), ('82480', 'BDB'), ('82614', 'BDB')}	4.95	IC50	mouse
ID_49068	CC(C)CC(C(=O)Nc1oc(-c2ccco2)c(-c2ccco2)c1C#N)N1C(=O)c2ccccc2C1=O	Q03137	Ephrin type-A receptor 4	{('82445', 'BDB'), ('82579', 'BDB'), ('3765767', 'CHEMBL'), ('3983025', 'CHEMBL')}		IC50	mouse
ID_150335	O=C(CCN1C(=O)C(=CC=Cc2ccccc2)SC1=S)Nc1nccs1	Q03137	Ephrin type-A receptor 4	{('82686', 'BDB'), ('82552', 'BDB'), ('3983026', 'CHEMBL'), ('3765768', 'CHEMBL')}		IC50	mouse
ID_174830	CCCSC1=NC(=CC=Cc2ccco2)C(=O)S1	Q03137	Ephrin type-A receptor 4	{('3765770', 'CHEMBL'), ('82463', 'BDB'), ('82597', 'BDB')}	4.92	IC50	mouse
ID_92614	CCN(CC)CCCN(Cc1cc2cc3c(cc2nc1O)OCCO3)C(=O)Nc1ccccc1	Q03137	Ephrin type-A receptor 4	{('3765771', 'CHEMBL')}		IC50	mouse
ID_174639	COc1ccc(N(C(=O)c2ccco2)S(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)cc1	Q03137	Ephrin type-A receptor 4	{('82477', 'BDB'), ('3983030', 'CHEMBL'), ('3765772', 'CHEMBL'), ('82611', 'BDB')}		IC50	mouse
ID_168750	CC(=CC(=O)c1ccccc1)NNc1nc2ccccc2s1	Q03137	Ephrin type-A receptor 4	{('3766547', 'CHEMBL'), ('3982943', 'CHEMBL')}		IC50	mouse
ID_31350	COc1cccc(F)c1-c1cccc2nc(N)oc12	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035094', 'CHEMBL')}		IC50	mouse
ID_138413	COc1cccc(F)c1-c1cccc2nc(Nc3ccccc3)oc12	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035095', 'CHEMBL')}		IC50	mouse
ID_88081	COc1cccc(F)c1-c1cccc2nc(NC3CCCCC3)oc12	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035096', 'CHEMBL')}		IC50	mouse
ID_62867	COc1cccc(F)c1-c1cccc2nc(NC3CCOCC3)oc12	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035097', 'CHEMBL')}		IC50	mouse
ID_48613	COc1cccc(Nc2nc3cccc(-c4c(F)cccc4OC)c3o2)n1	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035098', 'CHEMBL')}		IC50	mouse
ID_122211	CCOc1cccc(Nc2nc3cccc(-c4c(F)cccc4OC)c3o2)c1	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035099', 'CHEMBL')}		IC50	mouse
ID_18990	COc1ccc(Nc2nc3cccc(-c4c(F)cccc4OC)c3o2)cc1	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035100', 'CHEMBL')}		IC50	mouse
ID_170069	COc1cccc(F)c1-c1cccc2nc(Nc3cccc(S(N)(=O)=O)c3)oc12	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035101', 'CHEMBL')}		IC50	mouse
ID_52758	COc1ccc(Nc2nc3cccc(-c4c(F)cccc4OC)c3o2)cc1N	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035102', 'CHEMBL')}		IC50	mouse
ID_13002	COc1cc(Nc2nc3cccc(-c4ccccc4OC(F)(F)F)c3o2)cc(OC)c1OC	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035103', 'CHEMBL')}		IC50	mouse
ID_101567	COc1cc(Nc2nc3cccc(-c4c(F)cccc4OC(C)C)c3o2)cc(OC)c1OC	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035104', 'CHEMBL')}		IC50	mouse
ID_92804	COc1cc(Nc2nc3cccc(-c4c(OC)cccc4OC)c3o2)cc(OC)c1OC	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035105', 'CHEMBL')}		IC50	mouse
ID_90544	COc1cc(Nc2nc3cccc(-c4ccccc4-c4cn[nH]c4)c3o2)cc(OC)c1OC	Q9WUT3	Ribosomal protein S6 kinase alpha-2	{('15035106', 'CHEMBL')}		IC50	mouse
ID_32345	Cn1cc(-c2cccc(N3CCc4c(nc5n4CCCC5)C3=O)c2CO)cc(Nc2ccncn2)c1=O	P35991	Tyrosine-protein kinase BTK	{('18167308', 'CHEMBL'), ('50798714', 'BDB')}		IC50	mouse
ID_148590	CCOC(=O)c1ccc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)cc1	P00520	Tyrosine-protein kinase ABL	{('51142639', 'BDB'), ('18782721', 'CHEMBL')}		IC50	mouse
ID_173671	Cc1cccc(-c2nn3c(c2-c2ccnc(Cl)c2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782722', 'CHEMBL'), ('51142599', 'BDB')}		IC50	mouse
ID_1048	CCc1cccc(-c2nn3c(c2-c2ccnc(Cl)c2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782725', 'CHEMBL'), ('51142641', 'BDB')}		IC50	mouse
ID_149483	COc1ccc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)cc1	P00520	Tyrosine-protein kinase ABL	{('18782727', 'CHEMBL'), ('51142655', 'BDB')}		IC50	mouse
ID_68753	CCc1cccc(-c2nn3c(c2-c2ccc(OC)cc2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782728', 'CHEMBL'), ('51142642', 'BDB')}		IC50	mouse
ID_96350	CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('51142644', 'BDB'), ('18782734', 'CHEMBL'), ('51142645', 'BDB'), ('51142584', 'BDB'), ('18782733', 'CHEMBL'), ('18782730', 'CHEMBL')}		IC50	mouse
ID_145551	CC1c2c(-c3ccc(O)cc3)c(-c3ccccc3C#N)nn2CC1(C)C	P00520	Tyrosine-protein kinase ABL	{('18782736', 'CHEMBL'), ('51142646', 'BDB')}		IC50	mouse
ID_41799	Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)c1C#N	P00520	Tyrosine-protein kinase ABL	{('18782738', 'CHEMBL'), ('51142585', 'BDB')}		IC50	mouse
ID_63724	CC1(C)Cc2c(-c3ccncc3)c(-c3ccccn3)nn2C1	P00520	Tyrosine-protein kinase ABL	{('51142587', 'BDB'), ('18782742', 'CHEMBL')}		IC50	mouse
ID_112918	CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccccn3)nn2C1	P00520	Tyrosine-protein kinase ABL	{('18782743', 'CHEMBL'), ('51142591', 'BDB')}		IC50	mouse
ID_83725	Cc1cccc(-c2nn3c(c2-c2ccnc(Cl)c2)CC(C)(C)C3)n1	P00520	Tyrosine-protein kinase ABL	{('18782745', 'CHEMBL'), ('51142592', 'BDB')}		IC50	mouse
ID_108319	S=C(Nc1ccccc1)N1N=C(c2ccccc2Br)CC1c1ccc2c(c1)OCCO2	P28028	Serine/threonine-protein kinase B-raf	{('51143471', 'BDB'), ('18788642', 'CHEMBL')}		IC50	mouse
ID_153465	S=C(Nc1ccccc1)N1N=C(c2cccc(Cl)c2)CC1c1ccc2c(c1)OCCO2	P28028	Serine/threonine-protein kinase B-raf	{('18788644', 'CHEMBL'), ('51143454', 'BDB')}		IC50	mouse
ID_89574	Cc1nc2cc3nc(-c4cccs4)cnc3cc2n1C	P05480	Tyrosine-protein kinase SRC	{('51248461', 'BDB'), ('18996671', 'CHEMBL')}		IC50	mouse
ID_143788	COc1ccc(O)c(-c2cc(-c3ccccc3Cl)n[nH]2)c1	Q61214	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	{('50839300', 'BDB')}	4.7	IC50	mouse
ID_89383	CCOC(=O)c1cc2cc3c(cc2nc1NC(=O)NC1CCCCC1)OCO3	Q9Z1B7		{('51179948', 'BDB')}	4.85	IC50	mouse
ID_74615	COc1cc2nc(C)[nH]c2cc1C(=O)c1ccc(Nc2ccc(F)cc2F)nc1	P47811	MAP kinase p38 alpha	{('50741790', 'BDB')}	4.68	IC50	mouse
ID_8506	CC(C)(N)C#Cc1ccc(Cl)c(C(=O)c2ccc(Nc3ccc(F)cc3F)nc2)c1	P47811	MAP kinase p38 alpha	{('50741791', 'BDB')}	4.72	IC50	mouse
ID_160431	O=C(c1ccc(Nc2ccc(F)cc2F)cc1)c1ccccc1Cl	P47811	MAP kinase p38 alpha	{('50741796', 'BDB')}	4.96	IC50	mouse
ID_47592	O=C(c1ccc(Nc2ccc(F)cc2F)nc1)c1cc(Br)ccc1Cl	P47811	MAP kinase p38 alpha	{('50741797', 'BDB')}	3.52	IC50	mouse
ID_35992	COc1ccccc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1	P47811	MAP kinase p38 alpha	{('50741799', 'BDB')}	4.42	IC50	mouse
ID_13844	COc1ccc(C#CC(C)(C)O)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)nc1	P47811	MAP kinase p38 alpha	{('50741800', 'BDB')}	4.27	IC50	mouse
ID_21823	COc1ccc(CCC(C)(C)O)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)nc1	P47811	MAP kinase p38 alpha	{('50741801', 'BDB')}	3.32	IC50	mouse
